Rank,College Name,Course,Alloted Category,Round,Year,College Category
32908,"MED : MES Dental College, Perinthalmanna.",BDS,KU,Round 3,2024,Private
32912,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SM,Round 3,2024,Private
32913,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,MM,Round 3,2024,Private
32920,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,EW,Round 3,2025,Private
32921,"KSM : Govt. Medical College, Kasaragod",MBBS,PD,Round 2,2025,Government
32923,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,PD,Round 3,2024,Government
32923,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,NR,Round 3,2025,Private
32925,"SMC : Dr. Somervell Memorial CSI Medical College, Karakonam.",MBBS,NC,Round 3,2025,Private
32946,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SM,Round 3,2024,Private
32950,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Stray Round,2025,Private
32953,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SM,Round 3,2024,Private
32972,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,LA,Round 1,2024,Private
32973,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
32982,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,BH,Round 2,2024,Private
32993,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,NR,Round 3,2025,Private
33003,"NID : Noorul Islam College of Dental Science, Neyyattinkara.",BDS,MU,Round 3,2025,Private
33008,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,NR,Round 3,2025,Private
33012,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,KU,Round 3,2025,Private
33014,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
33016,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
33017,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SM,Round 3,2024,Private
33020,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 1,2025,Private
33026,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,BH,Round 3,2024,Private
33030,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SC,Round 3,2025,Private
33031,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
33035,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2024,Private
33037,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SC,Round 3,2025,Private
33042,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Stray Round,2025,Private
33043,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SC,Round 3,2025,Private
33052,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Stray Round,2025,Private
33053,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,DV,Round 3,2024,Private
33054,"PMD : Pushpagiri College of Dental Science, Thiruvalla",BDS,NR,Round 3,2024,Private
33062,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 3,2025,Private
33069,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
33070,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,MM,Round 1,2024,Private
33071,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
33074,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 1,2025,Private
33081,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
33090,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,NR,Round 3,2024,Private
33101,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Stray Round,2025,Private
33109,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
33127,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SC,Round 3,2025,Private
33129,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,SC,Round 3,2024,Private
33130,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SC,Round 3,2025,Private
33137,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,MM,Round 2,2024,Private
33138,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,SC,Round 3,2024,Private
33139,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,NR,Round 3,2025,Private
33166,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,NR,Round 3,2025,Private
33179,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Stray Round,2025,Private
33184,"TRD- Travancore DentalCollege, Kollam.",BDS,DV,Round 3,2024,Private
33185,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,SC,Round 3,2024,Private
33197,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
33211,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
33212,"PMD : Pushpagiri College of Dental Science, Thiruvalla",BDS,NR,Round 3,2024,Private
33216,"TRD- Travancore DentalCollege, Kollam.",BDS,MM,Round 3,2025,Private
33224,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SC,Round 3,2025,Private
33229,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,NR,Round 3,2025,Private
33230,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,LA,Round 2,2024,Private
33232,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,NR,Round 1,2025,Private
33234,"KMD : KMCT Dental College, Mambatta, Mukkam, Kozhikode.",BDS,ST,Round 1,2025,Private
33235,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Stray Round,2025,Private
33243,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,NR,Round 3,2025,Private
33247,"MLD : Malabar Dental College, Edappal.",BDS,DV,Round 3,2025,Private
33258,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,EZ,Round 2,2025,Private
33261,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 1,2024,Private
33274,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Stray Round,2025,Private
33278,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,MU,Round 2,2024,Private
33281,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SC,Round 3,2025,Private
33284,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SM,Round 3,2024,Private
33293,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,LA,Round 3,2025,Private
33295,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,SC,Round 3,2024,Private
33297,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SM,Round 3,2024,Private
33310,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,NR,Round 3,2025,Private
33324,"PMS : PMS College of Dental Sciences, Vattappara, TVPM.",BDS,MM,Round 3,2024,Private
33332,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,LA,Round 3,2024,Private
33334,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,MU,Round 3,2025,Private
33339,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 3,2024,Private
33344,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MM,Round 3,2024,Private
33348,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 1,2025,Private
33354,"NID : Noorul Islam College of Dental Science, Neyyattinkara.",BDS,DV,Round 3,2025,Private
33360,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,MM,Round 1,2024,Private
33366,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,MU,Round 3,2024,Private
33369,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,ST,Round 1,2024,Private
33369,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,NR,Round 3,2025,Private
33371,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,NR,Round 3,2025,Private
33376,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MM,Round 3,2025,Private
33377,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,BH,Round 2,2024,Private
33379,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SC,Round 3,2024,Private
33397,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 3,2025,Private
33403,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,SM,Round 3,2024,Private
33404,"PMS : PMS College of Dental Sciences, Vattappara, TVPM.",BDS,NR,Round 3,2024,Private
33411,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,MU,Round 2,2024,Private
33411,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SC,Round 3,2025,Private
33429,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,PD,Round 3,2024,Government
33434,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2024,Private
33435,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,VK,Round 2,2025,Private
33443,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,EZ,Round 1,2024,Private
33445,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SC,Round 3,2025,Private
33451,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2024,Private
33456,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,EZ,Round 3,2024,Private
33463,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,MU,Round 3,2025,Private
33485,"NID : Noorul Islam College of Dental Science, Neyyattinkara.",BDS,EZ,Round 3,2025,Private
33491,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
33504,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SC,Round 3,2024,Private
33514,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,BX,Round 3,2025,Private
33515,"MBD : Mar Baselious Dental College, Kothamangalam.",BDS,NR,Round 3,2025,Private
33517,"MLP : Govt. Medical College, Manjeri.",MBBS,PD,Round 3,2024,Government
33521,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,NR,Round 3,2025,Private
33524,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,BH,Round 3,2025,Private
33531,"TRD- Travancore DentalCollege, Kollam.",BDS,MM,Round 3,2025,Private
33537,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,MM,Round 3,2024,Private
33542,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,LA,Round 3,2024,Private
33543,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,MM,Round 1,2024,Private
33549,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MM,Round 3,2024,Private
33557,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SC,Round 3,2025,Private
33560,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,LA,Round 2,2024,Private
33561,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2024,Private
33564,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,MM,Round 2,2025,Private
33570,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,SM,Stray Round,2025,Private
33584,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,MM,Round 3,2024,Private
33589,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 1,2025,Private
33606,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,EZ,Round 3,2024,Private
33609,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,EZ,Round 3,2024,Private
33624,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MM,Stray Round,2025,Private
33655,"AZC : Azeezia Institute of Medi. Science, Meyyannoor, Kollam",MBBS,NM,Round 3,2025,Private
33656,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,EZ,Round 3,2024,Private
33657,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
33665,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,NR,Round 3,2025,Private
33703,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
33707,"MLD : Malabar Dental College, Edappal.",BDS,EW,Round 3,2024,Private
33710,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,MU,Round 3,2025,Private
33711,"DMM : Dr. Moopen's Medical College, Meppadi, Wayanad.",MBBS,NR,Round 3,2025,Private
33715,"TRD- Travancore DentalCollege, Kollam.",BDS,MM,Round 3,2025,Private
33716,"ADC : Annoor Dental College, Puthuppady, Muvattupuzha.",BDS,MM,Round 3,2024,Private
33727,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,NR,Round 3,2025,Private
33728,"NID : Noorul Islam College of Dental Science, Neyyattinkara.",BDS,MU,Round 3,2025,Private
33729,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,PD,Round 2,2024,Government
33730,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2024,Private
33738,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,EZ,Round 3,2025,Private
33742,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SC,Round 3,2025,Private
33761,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,EZ,Round 3,2024,Private
33763,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Stray Round,2025,Private
33766,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SC,Round 3,2025,Private
33777,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,EZ,Round 2,2025,Private
33787,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MM,Round 3,2025,Private
33788,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,BH,Round 3,2025,Private
33795,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2024,Private
33797,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SC,Stray Round,2025,Private
33798,"KKM : Govt. Medical College, Kozhikkode.",MBBS,PD,Round 3,2024,Government
33802,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2025,Private
33804,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,MU,Round 3,2024,Private
33820,"TVD : Govt. Dental College, Thiruvananthapuram.",BDS,ST,Round 3,2025,Government
33828,"MLD : Malabar Dental College, Edappal.",BDS,VK,Round 3,2025,Private
33830,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,NR,Round 3,2025,Private
33832,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,SM,Round 3,2024,Private
33833,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SC,Round 3,2025,Private
33836,"MED : MES Dental College, Perinthalmanna.",BDS,DV,Round 3,2024,Private
33838,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
33865,"NID : Noorul Islam College of Dental Science, Neyyattinkara.",BDS,EW,Round 3,2024,Private
33875,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,BH,Round 2,2024,Private
33877,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,DV,Round 3,2025,Private
33879,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,MM,Round 3,2024,Private
33885,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,EZ,Round 2,2025,Private
33888,"MLD : Malabar Dental College, Edappal.",BDS,MU,Round 3,2024,Private
33890,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
33897,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,MM,Round 3,2024,Private
33903,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,MU,Round 3,2024,Private
33917,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,BH,Round 2,2024,Private
33918,"MBD : Mar Baselious Dental College, Kothamangalam.",BDS,SC,Stray Round,2025,Private
33919,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,ST,Round 1,2024,Private
33926,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SC,Stray Round,2025,Private
33945,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,DV,Round 3,2025,Private
33948,"SMC : Dr. Somervell Memorial CSI Medical College, Karakonam.",MBBS,NC,Round 3,2025,Private
33955,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,NR,Round 3,2025,Private
33959,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,MM,Round 3,2024,Private
33960,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,EZ,Round 3,2025,Private
33962,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,SC,Round 3,2024,Private
33963,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,LA,Round 3,2025,Private
33973,"SGD : St. Gregorios Dental College, Chelad, Kothamangalam.",BDS,NR,Round 3,2024,Private
33974,"RDC : Royal Dental College, Chalisery, Palakkad.",BDS,EW,Round 1,2025,Private
33979,"MLD : Malabar Dental College, Edappal.",BDS,LA,Round 3,2025,Private
33983,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,EZ,Round 1,2024,Private
33986,"MBD : Mar Baselious Dental College, Kothamangalam.",BDS,NR,Round 1,2024,Private
34011,"MBD : Mar Baselious Dental College, Kothamangalam.",BDS,ST,Round 3,2025,Private
34015,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,MU,Round 3,2025,Private
34021,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,KU,Round 1,2024,Private
34021,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,NR,Round 3,2025,Private
34023,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MM,Stray Round,2025,Private
34026,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MM,Round 3,2025,Private
34028,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,MM,Round 3,2024,Private
34028,"MED : MES Dental College, Perinthalmanna.",BDS,EZ,Round 3,2025,Private
34039,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,NR,Round 2,2025,Private
34042,"MLD : Malabar Dental College, Edappal.",BDS,MU,Round 3,2024,Private
34042,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,EW,Round 1,2025,Private
34061,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
34062,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,EZ,Round 3,2025,Private
34073,"TRD- Travancore DentalCollege, Kollam.",BDS,NR,Stray Round,2024,Private
34077,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,MU,Round 3,2025,Private
34079,"PMD : Pushpagiri College of Dental Science, Thiruvalla",BDS,NR,Round 3,2024,Private
34080,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,SM,Round 3,2024,Private
34084,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,NR,Round 3,2025,Private
34096,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2024,Private
34101,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,EZ,Round 3,2025,Private
34109,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MU,Round 3,2024,Private
34115,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,MU,Round 3,2025,Private
34125,"TRD- Travancore DentalCollege, Kollam.",BDS,NR,Stray Round,2024,Private
34125,"KMD : KMCT Dental College, Mambatta, Mukkam, Kozhikode.",BDS,ST,Round 1,2025,Private
34134,"CMC : Govt. Medical College, Ernakulam.",MBBS,PD,Round 3,2025,Government
34139,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,NR,Round 3,2025,Private
34140,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,SC,Round 3,2024,Private
34147,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,MM,Round 1,2024,Private
34150,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,KN,Round 3,2025,Private
34168,"MLD : Malabar Dental College, Edappal.",BDS,EZ,Round 3,2025,Private
34174,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,MU,Round 3,2025,Private
34178,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,BX,Round 3,2024,Private
34184,"ADC : Annoor Dental College, Puthuppady, Muvattupuzha.",BDS,MM,Round 3,2024,Private
34194,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,EZ,Round 3,2025,Private
